0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
I'm Ready;AJR;spotify:track:2dgFqylK6gyILa4HY65u0y;0,628;0,867;9;-3,555;1;0,0913;0,0108;0;0,308;0,597;78,043;227311;4;51,90759;11;1;2
I'm Yours (Instrumental Version);Matt Carlson;spotify:track:6H5DRQ3dbA2yoq7oHjQ5CU;0,524;0,175;0;-11,789;1;0,0568;0,92;0,858;0,0667;0,668;158,472;177000;4;53,65695;9;0;2
Immortals;Fall Out Boy;spotify:track:3Te8uLyit6X3ncNW8Fp3K2;0,615;0,868;2;-3,606;1;0,07;0,00131;1,54E-06;0,671;0,475;108,017;189387;4;23,19929;9;1;2
In The Dark;Dev;spotify:track:1pbHy9VBpSyZh56xuujZz0;0,736;0,823;8;-4,231;1;0,0675;0,00358;0,000914;0,33;0,442;124,954;226227;4;30,17382;9;1;2
In The End;Anime;spotify:track:47RdxOp686m51Z8QWf5DHp;0,433;0,96;4;-1,991;0;0,113;0,00399;0,0352;0,075;0,078;174,012;201724;4;30,70863;10;0;2
IN THE NAME OF;BABYMETAL;spotify:track:3wgBCEAT15oNbRw8NAr83h;0,487;0,978;9;-4,411;1;0,102;0,000163;0,771;0,149;0,0375;129,994;270626;4;79,27429;9;0;2
In the Trenches;Dying Fetus;spotify:track:36YSMRcddGQIFBuYnvZOMv;0,298;0,946;6;-5,62;0;0,0733;0,00167;0,0628;0,349;0,628;103,329;224480;4;54,13061;8;0;2
Incubations;Roland Mercier;spotify:track:1uO9ZJFzDuwQ2XzmHt5TmN;0,194;0,0388;2;-28,622;0;0,0421;0,987;0,761;0,104;0,0952;83,457;189000;1;25,01347;9;0;2
Infrared;Pusha T;spotify:track:6cpsixIHI63L0hwh3CwZg3;0,674;0,578;10;-8,768;0;0,298;0,0518;0,0055;0,72;0,163;112,265;170240;5;29,04994;5;1;2
Inoculate the Innocuous;The Unicorns;spotify:track:17DkINHP2qVaSWx31M13dh;0,362;0,45;7;-8,204;1;0,0628;0,312;0,332;0,0965;0,162;83,441;318227;4;44,88507;14;0;2
Inside Out;Spoon;spotify:track:7qCZgvV98j6RjUULW1s1it;0,621;0,62;0;-4,721;1;0,0293;0,459;0,162;0,0771;0,515;176,016;301960;4;27,54915;15;0;2
Instrumental Music for Dogs;Sleepy Dogs;spotify:track:4npQ1Y3UgJYrFw0ZtdZ5nX;0,286;0,00486;3;-28,462;1;0,0381;0,994;0,839;0,0965;0,0323;72,179;52013;4;15,26394;3;0;2
Into The Unknown;Idina Menzel & AURORA;spotify:track:3Z0oQ8r78OUaHvGPiDBR3W;0,323;0,405;10;-8,533;0;0,0413;0,849;0,000544;0,138;0,274;145,104;194848;5;37,63138;9;1;2
Is Anybody Out There?;K'Naan Featuring Nelly Furtado;spotify:track:4hgOvDJXYPCqEpEKznz9YX;0,641;0,87;0;-3,953;1;0,175;0,0248;0;0,291;0,42;95,019;238747;4;42,6456;10;1;2
Island of the Honest Man;Hot Hot Heat;spotify:track:1hVPxNsx6lVb0YordwO7gU;0,353;0,914;4;-2,105;1;0,0745;0,00177;0,342;0,204;0,449;146,397;182133;4;53,5463;9;0;2
Issues;Julia Michaels;spotify:track:7vu0JkJh0ldukEYbTVcqd0;0,728;0,415;8;-6,852;1;0,0639;0,401;0;0,0616;0,455;114,145;176320;4;28,36717;11;1;2
It All Comes Out In The Wash;Miranda Lambert;spotify:track:41FLEFSeRCv19OBn0vLiaH;0,602;0,73;0;-4,925;1;0,0314;0,00106;0,000115;0,095;0,923;164,027;214787;4;33,71075;12;1;2
It's a Small World - Instrumental;Fred Mollin;spotify:track:3wI9eq7AaOYGnaO3kKoA8o;0,666;0,434;5;-12,283;1;0,0691;0,987;0,949;0,0821;0,947;100,036;84962;4;44,08211;4;0;2
It's Been A Long. Long Time;Jackie Gleason;spotify:track:5Wj7TGu1qO4W5KpmNA0HcP;0,267;0,074;7;-20,313;1;0,0356;0,914;0,9;0,209;0,149;137,732;212173;4;61,56717;12;0;2
It's Only Rock & Roll (But I Like It);Clinic;spotify:track:6JmcMcZUhRdINwqtn4if7q;0,579;0,571;2;-9,435;1;0,169;0,735;0,931;0,131;0,603;186,698;186703;4;18,35623;11;0;2
It's Only Smiles;Periphery;spotify:track:1dEkedqKwGjnCCMz1B5x86;0,187;0,933;3;-5,889;1;0,125;0,00104;3,73E-05;0,158;0,353;84,92;333000;4;35,9782;8;0;2
It's Time;Imagine Dragons;spotify:track:2POOvCjR09X41UNUWm12dT;0,751;0,825;7;-2,862;1;0,0362;0,0689;0,00259;0,25;0,575;117,019;187244;4;32,63919;10;1;2
Jewel;Flume;spotify:track:7cPO2IPraPDlGIguekShlV;0,464;0,496;0;-6,688;1;0,0447;0,163;0,000501;0,783;0,0803;113,317;193732;4;51,63625;9;0;2
Jingle Bell Rock;Bobby Helms;spotify:track:3hBXvHLlTHvnbwrPbeoyAj;0,754;0,424;2;-8,463;1;0,0363;0,643;0;0,0652;0,806;119,705;130973;4;38,40391;7;1;2
John;Lil Wayne Featuring Rick Ross;spotify:track:7HaggpJGAfEgH8wyMLOIPl;0,589;0,821;11;-4,473;1;0,111;0,0143;0;0,112;0,424;77,472;286973;4;38,93574;12;1;2
Jorja Interlude;Drake;spotify:track:13e6f8t7RKXuxZ0JdaaJRG;0,735;0,373;11;-10,478;1;0,104;0,762;0,00202;0,288;0,237;123,081;107673;4;63,41151;4;1;2
Juicy;Doja Cat & Tyga;spotify:track:7qvsl2pYzrsYgPeFBN5jxp;0,786;0,658;0;-2,61;1;0,0661;0,0856;0;0,0689;0,458;170,037;202333;4;31,85313;11;1;2
Juju On That Beat (TZ Anthem);Zay Hilfigerrr & Zayion McCall;spotify:track:1lItf5ZXJc1by9SbPeljFd;0,807;0,887;1;-3,892;1;0,275;0,00381;0;0,391;0,78;160,517;144244;4;24,99199;8;1;2
Julep;Punch Brothers;spotify:track:5a4ZTEMp6wULHTEzJclKxt;0,675;0,219;11;-13,546;0;0,0311;0,897;0,103;0,0979;0,313;105,921;326493;4;47,23998;15;0;2
Jump Right In;Zac Brown Band;spotify:track:6yIMatK8OCXC3GuIlwHxuM;0,697;0,82;1;-5,108;1;0,0575;0,0888;0;0,143;0,655;104,022;180813;4;45,04236;7;1;2
Jumpsuit;twenty one pilots;spotify:track:1E1uGhNdBe6Dddbgs2KqtZ;0,62;0,61;11;-8,329;0;0,0373;0,00849;0,162;0,205;0,235;127,052;238560;4;99,29365;10;1;2
Just Make da Money;Shatta Wale;spotify:track:50EjDc7Fa90x8QVK8eK7z9;0,804;0,822;6;-3,84;0;0,335;0,0239;0;0,0257;0,706;88,038;208814;4;44,53196;8;0;2
Just Us;DJ Khaled Featuring SZA;spotify:track:0BnTBAGmr9FtYwkZrwKhwS;0,639;0,859;9;-2,758;0;0,147;0,135;0;0,129;0,566;93,132;221379;4;52,68865;9;1;2
Juxtapozed with U;Super Furry Animals;spotify:track:7LkicEgjBDtF7AjiYhdQMM;0,526;0,823;6;-6,661;0;0,0483;0,105;1,10E-05;0,0726;0,921;82,862;191373;4;46,31503;6;0;2
Keep Them Kisses Comin';Craig Campbell;spotify:track:1ugf7FcFQ0s95CTB0btuzz;0,704;0,767;6;-5,708;1;0,0398;0,0524;0,000469;0,361;0,889;120,035;159827;4;23,67458;8;1;2
Kenke Corner;Guts;spotify:track:7DSe9aWkpnbDQTTRikkpYp;0,823;0,648;1;-10,107;0;0,045;0,0403;0,767;0,174;0,962;124,015;386893;4;27,1154;18;0;2
Kevin's Heart;J. Cole;spotify:track:6tZ3b7ik1QDXFAZlXib0YZ;0,829;0,527;6;-6,644;0;0,367;0,482;0;0,631;0,473;116,078;200310;4;33,94862;10;1;2
Kill A Word;Eric Church Featuring Rhiannon Giddens;spotify:track:0ipcmHor30Y8p6hCd8QUVq;0,651;0,732;2;-8,037;1;0,0381;0,0164;1,58E-06;0,0925;0,638;85,023;199213;4;41,0046;6;1;2
Killin Dem;Zlatan;spotify:track:4cxyQw1AKCVqa9JVSN7njk;0,876;0,808;3;-5,382;0;0,176;0,107;0,00447;0,121;0,745;112,923;220885;4;29,4718;11;0;2
Kiss You In The Morning;Michael Ray;spotify:track:6jRcSR1kOPWJYisvkFfjUV;0,557;0,909;11;-3,405;1;0,0423;0,00769;0;0,317;0,857;152,13;181400;4;31,7842;8;1;2
Know Yourself;Drake;spotify:track:5InOp6q2vvx0fShv3bzFLZ;0,733;0,412;11;-8,687;0;0,225;0,196;0;0,342;0,179;114,413;275840;4;46,90366;9;1;2
Krippy Kush;Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian;spotify:track:7FfpP3YZ6fOWMdxkIAtud9;0,708;0,56;9;-7,132;1;0,129;0,0668;0;0,111;0,411;163,043;230520;4;86,28227;9;1;2
Kush;Dr. Dre Featuring Snoop Dogg & Akon;spotify:track:1U8Ho1nOzKXYDvfigOuHG4;0,444;0,866;7;-6,217;1;0,111;0,000622;4,72E-05;0,105;0,375;94,968;235120;4;87,81487;7;1;2
L$D;A$AP Rocky;spotify:track:4S7YHmlWwfwArgd8LfSPud;0,598;0,252;2;-15,086;1;0,0647;0,193;0,138;0,0992;0,0352;120,06;238307;4;34,37839;10;1;2
La crucifixion;Mon Cote Punk;spotify:track:0ubaO435fw3KoNHDQvUbCJ;0,587;0,603;2;-8,381;1;0,452;0,617;0;0,0974;0,675;141,854;274573;4;22,38701;13;0;2
Lavender Blue (Dilly Dilly) - Instrumental;Fred Mollin;spotify:track:41xfXGP8qwohCKMIv61DmF;0,68;0,331;0;-12,275;1;0,0596;0,985;0,855;0,0951;0,674;92,029;91213;4;42,68255;4;0;2
Lay Me Down;Sam Smith;spotify:track:64GRDrL1efgXclrhVCeuA0;0,468;0,19;4;-11,138;1;0,0373;0,919;0;0,107;0,326;125,319;219536;4;35,65947;11;1;2
Leaving Earth;Clint Mansell;spotify:track:1ZUwoCWz8rJqzBTwtdscPN;0,276;0,289;4;-14,322;0;0,0339;0,662;0,982;0,0963;0,0805;39,369;123720;4;0;2;0;2
Leaving Here;Echoing Angels;spotify:track:0CZf2rmN6sxRAPcwlWHvXq;0,503;0,842;4;-3,827;1;0,0408;0,0101;0;0,607;0,475;106,949;266016;4;37,06359;12;0;2
Lego House;Ed Sheeran;spotify:track:5ubHAQtKuFfiG4FXfLP804;0,592;0,637;11;-8,48;1;0,0992;0,562;0;0,13;0,565;159,701;185093;4;21,22474;9;1;2
Let Her Go;Passenger;spotify:track:0JmiBCpWc1IAc0et7Xm7FL;0,479;0,545;7;-7,346;1;0,0688;0,365;0;0,0963;0,244;74,897;252733;4;53,79626;8;1;2
Let Me See Ya Girl;Cole Swindell;spotify:track:3y1t2sEahs8idFz2tiYNPO;0,523;0,834;6;-3,561;1;0,0281;0,254;0;0,393;0,445;92,99;187587;4;23,34238;10;1;2
Let Me Take You There (feat. Laura White) - Max Styler Chill Dub;Max Styler;spotify:track:60STZlsjPjvFNrHdRMNL0n;0,689;0,716;6;-7,399;1;0,0483;0,232;0,103;0,223;0,24;118,025;228814;4;18,30822;11;0;2
Let There Be Cowgirls;Chris Cagle;spotify:track:5XsFHtfZJ8yHRWvKK4uQWO;0,537;0,788;11;-5,557;1;0,0362;0,0892;1,27E-06;0,164;0,727;161,991;273480;4;37,31114;11;1;2
Let Us Fly;Love Sees No Color;spotify:track:42E1xWvGTnarGGmd8iaCfB;0,487;0,915;7;-5,413;1;0,0331;0,000278;1,40E-05;0,372;0,548;93,966;206005;4;21,52767;10;0;2
Let Us Fly;Love Sees No Color;spotify:track:4rXDsT3QDtYoII35l5hqAT;0,487;0,915;7;-5,413;1;0,0331;0,000278;1,40E-05;0,372;0,548;93,966;206005;4;21,52767;10;0;2
Let's Fall In Love;Diana Krall;spotify:track:4JxZM3VMOyMWZ6hfP0EGek;0,616;0,198;5;-15,542;0;0,0435;0,911;0,00216;0,116;0,377;125,117;258867;4;40,59521;11;0;2
Lettin' The Night Roll;Justin Moore;spotify:track:33LSgUa20mKNgeut1XwP2E;0,542;0,859;2;-5,137;1;0,0424;0,0873;0;0,145;0,637;140,9;203120;4;145,01526;4;1;2
Letting Go (Dutty Love);Sean Kingston Featuring Nicki Minaj;spotify:track:0wDbYIl4fN2mccHczCJqEf;0,792;0,808;5;-4,156;1;0,0963;0,335;0;0,269;0,709;92,064;230600;4;45,78457;10;1;2
Life Changes;Thomas Rhett;spotify:track:4Vxu50qVrQcycjRyJQaZLC;0,687;0,845;7;-4,37;1;0,0576;0,1;0;0,0452;0,809;87,972;190227;4;32,98145;8;1;2
Like I'm Gonna Lose You;Meghan Trainor Featuring John Legend;spotify:track:2YlZnw2ikdb837oKMKjBkW;0,63;0,53;0;-7,259;1;0,0434;0,4;0;0,177;0,417;108,038;225053;3;71,7475;9;1;2
Listen;Glee Cast;spotify:track:68GZZPYc0IYcOWgKPnc63S;0,517;0,644;11;-5,366;1;0,0491;0,174;0;0,111;0,195;122,694;219253;4;44,41352;11;1;2
Little Toy Guns;Carrie Underwood;spotify:track:4lnnde7PnrXR3pUzQKBe6X;0,434;0,868;7;-1,208;1;0,0603;0,00407;1,98E-06;0,0919;0,204;161,886;210760;4;18,78005;11;1;2
Little White Church;Little Big Town;spotify:track:0f73zOCdBx6ZPdiBjwN1AP;0,667;0,878;10;-4,797;1;0,0445;0,13;0;0,16;0,816;107,024;186224;4;31,02677;8;1;2
Liv Tonight;Nelly Featuring Keri Hilson;spotify:track:2BuJG2fuvyTOMRyNHo0P17;0,591;0,91;8;-4,593;1;0,0882;0,00492;0;0,0525;0,655;135,024;271053;4;42,75408;14;1;2
Living;Dierks Bentley;spotify:track:54K7AZoGpQklpygKrxZlKN;0,517;0,813;1;-6,325;1;0,0558;0,0153;0;0,106;0,444;83,005;222147;4;23,18127;9;1;2
Lizard - Claxixx Mix;Mauro Picotto;spotify:track:5y3RCEHsystHsdaN6DiFnt;0,745;0,86;9;-10,044;0;0,0531;0,00817;0,841;0,112;0,082;134,301;164541;4;26,81548;6;0;2
Loca;Shakira Featuring Dizzee Rascal;spotify:track:42k1KeBehAd83lrGt1okiC;0,8;0,692;9;-5,57;0;0,0614;0,342;1,92E-06;0,0554;0,917;112,002;183693;4;26,45875;11;1;2
Locked Out Of Heaven;Bruno Mars;spotify:track:3w3y8KPTfNeOKPiqUTakBh;0,726;0,698;5;-4,165;1;0,0431;0,049;0;0,309;0,867;143,994;233478;4;56,42777;10;1;2
Lockjaw;French Montana Featuring Kodak Black;spotify:track:7iaw359G2XT14uTfV9feip;0,615;0,648;5;-3,792;0;0,22;0,0411;0;0,277;0,26;169,912;223147;4;59,76709;9;1;2
Lois Lane;Joey Trap;spotify:track:5TGOcmBCSwc46D6MqONQT6;0,848;0,595;0;-6,538;1;0,251;0,0554;2,64E-06;0,11;0,473;140,002;236640;4;57,05352;13;0;2
Lola Montez;Volbeat;spotify:track:4NiIVDc0o0bmRiKrcFAggO;0,513;0,875;2;-4,819;1;0,0336;0,000139;3,28E-05;0,0715;0,677;151,986;267680;4;23,92554;9;0;2
Lone Town - VIP Mix;Blunt Instrument;spotify:track:6YSoAgffX9S3knLSpIo60n;0,714;0,948;7;-6,455;1;0,0682;0,000838;0,837;0,524;0,559;99,979;249598;4;39,61257;11;0;2
Lonely Child;YoungBoy Never Broke Again;spotify:track:6xqZi5JTTk6XIMLvy7w5JJ;0,584;0,688;6;-4,427;0;0,431;0,294;0;0,097;0,628;94,971;217659;5;26,69141;9;1;2
Lonesome Broken And Blue;Adam Wakefield;spotify:track:1mx5Q2cmOzUUjEURXbJNOB;0,425;0,543;4;-5,179;1;0,0284;0,61;0,00201;0,313;0,316;136,538;232853;4;29,90933;9;1;2
Lookin' For That Girl;Tim McGraw;spotify:track:4tK5L8FD5Gl1dSwhzXuU6K;0,494;0,843;6;-4,454;1;0,0342;0,00611;1,21E-05;0,0995;0,398;153,963;261347;4;27,93913;11;1;2
Lord of All Unclean Spirits;Ondskapt;spotify:track:74mFdk0YOXXY0vEAkL38JG;0,18;0,988;5;-2,542;0;0,0829;0,000153;0,852;0,377;0,0372;115,807;304867;4;17,80553;14;0;2
Lost In Japan;Shawn Mendes X Zedd;spotify:track:79esEXlqqmq0GPz0xQSZTV;0,713;0,738;10;-6,784;1;0,374;0,255;0;0,106;0,425;105,027;201200;4;58,92077;7;1;2
Lost In The Static;After The Burial;spotify:track:5QLH7zAdcAJLgR25gtvtoK;0,602;0,955;6;-4,888;1;0,154;0,000989;0,0133;0,207;0,193;126,009;273194;4;29,57843;10;0;2
Love Don't Run;Steve Holy;spotify:track:1dXUWskP4zy7Inqpfy5hf6;0,512;0,532;0;-3,28;1;0,0301;0,475;0;0,0993;0,256;147,473;219267;4;33,96792;9;1;2
Love in the Cemetery;Lord Kitchener;spotify:track:35lw3Neh7Tdb6cOM8bxbHa;0,551;0,618;7;-11,204;1;0,0698;0,797;0;0,126;0,963;99,088;209853;4;86,57835;10;0;2
Love Me;Lil Wayne Featuring Drake & Future;spotify:track:7tGlzXJv6GD5e5qlu5YmDg;0,674;0,608;8;-6,628;0;0,0334;0,0119;0;0,103;0,464;124,952;253440;4;56,10088;12;1;2
Love Me Harder;Ariana Grande & The Weeknd;spotify:track:6Q4JJnjX00q8O10OliHhjS;0,448;0,71;1;-5,095;0;0,0578;0,196;0;0,638;0,273;104,024;83785;4;28,8336;4;1;2
Love Me Like Rock and Roll;Katie Noel;spotify:track:4zO7Nn26sIhg7pClNwQSwx;0,505;0,61;11;-7,019;1;0,0446;0,00663;1,99E-06;0,104;0,273;147,896;163749;4;19,49234;7;0;2
Love Runs Out;OneRepublic;spotify:track:5BJSZocnCeSNeYMj3iVqM7;0,719;0,935;7;-3,752;1;0,0589;0,167;0;0,0973;0,738;120,022;224227;4;40,34864;11;1;2
Love Someone;Lukas Graham;spotify:track:2JqnpexlO9dmvjUMCaLCLJ;0,55;0,415;9;-6,557;0;0,052;0,161;0;0,108;0,274;172,065;205463;4;44,89147;9;1;2
Love The Way You Lie;Eminem Featuring Rihanna;spotify:track:15JINEqzVMv3SvJTAXAKED;0,749;0,925;10;-5,034;1;0,227;0,241;0;0,52;0,641;86,989;263373;4;100,10832;6;1;2
Love You Like That;Canaan Smith;spotify:track:2QVzUws1l5mzZ4v46tGHrC;0,559;0,766;11;-5,056;1;0,0295;0,0107;6,98E-05;0,194;0,723;145,26;203053;4;29,46957;7;1;2
Love Yourself;Justin Bieber;spotify:track:5SlE0MZyLHZwUMvGROYJRl;0,803;0,367;4;-10,091;1;0,317;0,851;0;0,255;0,539;100,171;234933;4;23,7485;12;1;2
Loved;Fresh Life Worship;spotify:track:5tfBKFnL5bhyOqKNeHoQc9;0,46;0,256;5;-9,276;1;0,0393;0,715;0;0,353;0,288;152,985;194227;4;25,96778;9;0;2
LoveHate Thing;Wale Featuring Sam Dew;spotify:track:6kx16R0LMAyoXDvGqddZFy;0,736;0,691;8;-6,118;1;0,169;0,0771;0;0,0422;0,18;99,954;267400;4;20,44832;14;1;2
Lucid Dreams;Juice WRLD;spotify:track:285pBltuF7vW8TeWk8hdRR;0,511;0,566;6;-7,23;0;0,2;0,349;0;0,34;0,218;83,903;239836;4;70,23318;10;1;2
Ma Lo;Tiwa Savage;spotify:track:6U9jxxdQ6TNzjshIpwWMTf;0,788;0,721;11;-4,577;1;0,152;0,424;2,86E-06;0,0897;0,653;105,23;182857;4;48,87935;9;0;2
Maimed to Beg;Cerebral Fix;spotify:track:3Cug9f7ntU6bAYDa84vsaX;0,168;0,853;4;-10,384;1;0,0562;6,03E-06;0,374;0,376;0,564;81,607;179400;4;60,50276;5;0;2
Make It Sweet;Old Dominion;spotify:track:23vpjrt7G0ERE2L95dyxdI;0,424;0,837;7;-4,453;1;0,0472;0,0373;0;0,0665;0,555;180,166;187000;4;34,04844;13;1;2
Make Love;Gucci Mane & Nicki Minaj;spotify:track:2jIT1TfSIjVik7Qu1B6P5h;0,972;0,563;11;-6,983;1;0,156;0,00528;0,00257;0,111;0,217;129,984;300160;4;76,75199;10;1;2
Make Me (Cry);Noah Cyrus Featuring Labrinth;spotify:track:2BrzlUj1u1CtvaJDGIKpsP;0,588;0,471;0;-7,287;1;0,0577;0,592;0,00146;0,0733;0,209;152,881;242081;4;35,4352;13;1;2
Make Me Move;Culture Code;spotify:track:4DHRbvvQyC3mBa3Y0JNl4n;0,541;0,65;8;-4,665;0;0,0414;0,211;0,000128;0,1;0,356;95,019;197053;4;47,69852;7;0;2
Make Me Proud;Drake Featuring Nicki Minaj;spotify:track:7yfg0Eer6UZZt5tZ1XdsWz;0,684;0,486;1;-10,155;1;0,132;0,00268;0,000148;0,157;0,355;131,913;219893;4;57,42572;10;1;2
Malibu;Miley Cyrus;spotify:track:1UZOjK1BwmwWU14Erba9CZ;0,573;0,781;8;-6,406;1;0,0555;0,0767;2,64E-05;0,0813;0,343;139,934;231907;4;49,39555;13;1;2
Mama's Song;Carrie Underwood;spotify:track:0m8Ta268d1kBBG7lxMyWqa;0,341;0,659;2;-5,419;1;0,0357;0,442;0;0,096;0,269;79,987;240240;4;25,29826;14;1;2
Marry Poppin;Joey Trap;spotify:track:4Efj3xq7pQkq2o77vBSru3;0,894;0,559;0;-9,577;1;0,366;0,0347;0;0,0936;0,331;81,991;82200;4;11,77365;3;0;2
Martians Vs Goblins;Game Featuring Lil Wayne & Tyler, The Creator;spotify:track:1UIcqXAA24eg76EFWViwr5;0,476;0,81;4;-3,414;0;0,265;0,0803;0;0,568;0,642;83,309;228827;4;46,05079;11;1;2
Mask Off;Future;spotify:track:0VgkVdmE4gld66l8iyGjgx;0,833;0,434;2;-8,795;1;0,431;0,0102;0,0219;0,165;0,281;150,062;204600;4;37,63526;10;1;2
Maximize;Amaranthe;spotify:track:2nBSGsHuADGZkXYTBFkxAV;0,508;0,974;7;-5,632;1;0,0742;5,82E-05;2,01E-05;0,0626;0,411;134,91;190107;4;39,49476;10;0;2
Maze of Martyr (Official Dominator 2017 anthem) - Radio Edit;Dj Mad Dog;spotify:track:1hW21b9IQeETvRqMwnn2F7;0,32;0,99;1;-2,454;1;0,344;0,00902;0,00032;0,107;0,0424;178,107;232541;4;41,48721;14;0;2
Mc Koringa -Trilha Sonora - Remixed - DJ Wagner Santos;MC Koringa;spotify:track:6mNcDVRg9HhPANdH0za5wV;0,81;0,688;11;-7,57;0;0,0716;0,233;7,11E-05;0,111;0,96;131,991;249591;4;27,38447;11;0;2
Me And My Broken Heart;Rixton;spotify:track:1oew3nFNY3vMacJAsvry0S;0,545;0,783;5;-4,261;0;0,0345;0,00489;0;0,132;0,551;174,084;193733;4;24,53279;8;1;2
Meathead;Story Of The Year;spotify:track:2m9xNQgsLhuxuvFNww3ebA;0,41;0,977;5;-4,128;0;0,116;0,000269;6,16E-05;0,0867;0,532;104,943;145387;4;61,30793;5;0;2
Medicine Man;The Hush Sound;spotify:track:30QuaYDgh2kWsM0Xt2ZaRd;0,672;0,643;2;-5,617;1;0,0285;0,00647;0,000203;0,0765;0,525;95,018;201240;4;16,25562;8;0;2
Méditation grisâtre;Nocturnal Depression;spotify:track:3oDxsK0LIul2NCoa9zslXl;0,246;0,683;7;-4,458;0;0,0469;0,000211;0,488;0,085;0,126;128,035;455837;4;67,41279;14;0;2
Meet Billy - Live;Genetic Control;spotify:track:5P8aqn5Nd9yksSTCrI7ext;0,28;0,9;3;-8,375;0;0,0554;0,000106;1,07E-06;0,474;0,49;95,092;259520;4;27,86171;12;0;2
Meet Me Halfway;The Black Eyed Peas;spotify:track:0xfpx7AiwgSKEtjotea2L6;0,798;0,629;11;-6,857;0;0,0735;0,00474;2,17E-05;0,324;0,4;130;284373;4;30,48537;14;1;2
MEGATRON;Nicki Minaj;spotify:track:1ZDmxwg7Lywlx68b7SsJjj;0,893;0,641;1;-3,051;1;0,272;0,128;8,06E-05;0,086;0,771;94,017;190747;4;33,06955;11;1;2
Memories;David Guetta Featuring Kid Cudi;spotify:track:4dTaAiV9xFFCxnPur9c9yL;0,544;0,87;8;-6,103;1;0,26;0,0015;2,80E-06;0,246;0,502;129,984;210093;4;30,47888;8;1;2
Memories Back Then;Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens;spotify:track:0A2lJqfi04TKDTJYoKBxa9;0,796;0,504;2;-10,989;0;0,0524;0,115;0;0,136;0,221;130,01;304320;4;45,60194;20;1;2
Merry Christmas. Baby;Joe Bonamassa;spotify:track:4kk62PnXUDSk5ma7OMX4Au;0,318;0,621;2;-7,84;1;0,0332;0,14;0,012;0,481;0,386;171,338;288348;3;53,75245;18;0;2
Metal Dome;Emerald Sun;spotify:track:5ove7bNA69vBijWzw9Qs5K;0,49;0,879;4;-2,298;1;0,0464;0,00454;0;0,324;0,34;77,003;352079;4;35,42695;11;0;2
Metal Drums (Regis remix);Black Asteroid;spotify:track:5lKanl4BUzp8aPeupaVrYY;0,737;0,946;4;-10,518;0;0,0484;0,00121;0,803;0,872;0,0382;129,995;243844;4;33,25455;10;0;2
Metal Gods - Live from Battle Cry;Judas Priest;spotify:track:5K7htogsrZexso8RB1z0U7;0,378;0,891;10;-4,735;1;0,0428;1,03E-05;0,0136;0,777;0,14;96,105;253867;4;48,45906;11;0;2
Metal Health (Bang Your Head);The Neptune Power Federation;spotify:track:1vdde6Yd0nxp1Uie5ooLhs;0,557;0,726;2;-5,387;1;0,0499;0,0171;0,00115;0,12;0,404;120,261;309076;4;57,97785;13;0;2
Metal Is for Everyone;Freedom Call;spotify:track:5qKymwS7ymNUCRimGhiQkm;0,35;0,967;11;-3,388;1;0,1;0,000153;0,117;0,258;0,461;153,656;292147;4;25,50615;9;0;2
Metal Opus 1 C#m;Golden Resurrection;spotify:track:6W3Xaav5fVlsYACoB9HzV5;0,158;0,872;9;-7,15;1;0,05;8,10E-05;0,942;0,132;0,5;159,915;261733;4;39,22244;12;0;2
Metal Tribes;Panzerchrist;spotify:track:0fI8yFkugOJAui29uYh41I;0,198;0,952;2;-4,39;1;0,132;0;0,816;0,057;0,126;103,453;298133;3;28,66693;14;0;2
Metal Works - Original Mix;PØLI;spotify:track:6YjvYK5C9gEdutoisZc7Io;0,62;0,971;1;-4,819;1;0,0616;0,000644;0,78;0,177;0,483;134,988;355556;5;86,22886;13;0;2
Mi Último Deseo;Banda Los Recoditos;spotify:track:01ksPzu3Bw8Lsf9o6xIk8C;0,844;0,639;11;-4,461;0;0,0437;0,62;0;0,46;0,974;121,033;163560;3;54,26862;8;0;2
Midnight Blues;Joe Bonamassa;spotify:track:42eYrx1d5RFbEULbwZo7w2;0,214;0,475;0;-6,623;0;0,0387;0,361;0,111;0,849;0,383;74,127;469760;4;41,77962;22;0;2
Mind Over Matter;The Rival Mob;spotify:track:2vJkE4gsIjrhUZ58WcxDXg;0,137;0,879;2;-7,838;1;0,0421;7,00E-06;0,85;0,134;0,576;181,288;116520;4;26,86475;8;0;2
Mine;Bazzi;spotify:track:7uzmGiiJyRfuViKKK3lVmR;0,71;0,789;4;-3,874;1;0,0722;0,0161;2,77E-06;0,451;0,717;142,929;131064;4;38,66391;7;1;2
Minimal Steps;Floating Lights;spotify:track:4e0tEyJzuJ0ZnsaQMLKv9x;0,507;0,089;0;-22,759;1;0,0296;0,933;0,887;0,0829;0,0509;98,031;330710;4;33,67381;14;0;2
Miss Me More;Kelsea Ballerini;spotify:track:5NfJGBAL9mgFPRQxKJmiX2;0,643;0,72;2;-7,146;1;0,0527;0,014;0;0,0834;0,491;96,028;192840;4;50,24639;10;1;2
Mistletoe;Justin Bieber;spotify:track:7xapw9Oy21WpfEcib2ErSA;0,658;0,56;6;-9,049;0;0,0467;0,498;0;0,0794;0,854;161,994;182947;4;42,14998;10;1;2
